propertyId,address1,address2,city,states,zipcode,types,price
dd5c45ef-d731-45a7-abdc-92b8b1c5cbce,55549 Marks Freeway,Suite 183,Desmondmouth,Texas,01185-4398,Condo - 5+ stories,7444131
c05fbfaa-225f-4480-a9cd-18ff79a9e01e,06869 Gulgowski Vista,Suite 439,McLaughlinborough,North Carolina,79317-1071,Condo - 4 or fewer stories,4180737
b114133e-bf86-4e9a-95fa-44112e64d002,37010 Hoeger Village,Apt. 331,Aniyahport,Oklahoma,36698,Cooperative,6367683
3fd5c5be-5695-41a3-85d0-6b14d257b714,57526 Bosco Mountains,Apt. 038,Linwoodhaven,Florida,15558-5104,Cooperative,23802827
a5f9cb0f-f5bb-4fff-9bb4-d883ea8016c3,6642 Shakira Forges,Apt. 384,South Ashton,North Dakota,12619,Townhouse,25671488
8e022fe2-65c0-40b1-a4ea-15ac617c2239,5636 Konopelski Fall,Apt. 835,East Brycenstad,Colorado,23870-9148,Modular,17906618
daec5c7f-4482-4e4b-9d50-cf4b371d8e9f,22724 Murazik Ramp,Apt. 950,New Idellafurt,Arkansas,44802,Condo - 4 or fewer stories,19157332
61f25bb1-7549-4902-9e42-70fdebee997f,01597 Weldon Haven,Apt. 802,Port Ceceliaburgh,Maryland,39045,Townhouse,11017116
d920290d-62b5-4d2a-80b2-9afbf3535df0,75536 Katrina Common,Suite 955,New Dariusville,Nevada,13480,Townhouse,15474075
9eaa85f1-02f7-4928-91aa-d71112a346c7,49054 Weimann Stravenue,Suite 635,New Damian,Hawaii,50105-5678,Single family home,26548944
bda18ba4-3a35-440e-8501-81dfa7136c72,9725 Hintz Skyway,Apt. 333,Abshireton,Oregon,09855,Mobile or manufactured,6282686
50d1d791-cc98-4155-84a2-774ee55a5509,405 Collier Ferry,Suite 640,Lake Bethel,Kansas,43591-4472,Condo - 5+ stories,16458944
0eec8cbb-555a-4257-9f3c-6788e6bc0397,4829 Swift Trace,Suite 325,Earleneborough,South Dakota,76778-0426,Leasehold,5649174
b9aa470f-ec7a-474a-99e1-e895292ccd54,70508 Braden Trace,Suite 922,Wolffside,Maryland,33831,Condo - 4 or fewer stories,18177444
5405944d-cf7c-431f-a09f-837f5d7d3e38,3631 Arjun Trace,Suite 189,East Dianna,Oregon,40432-9241,Cooperative,11107581
ad92450a-d4e9-4bce-89a0-038f32151264,8682 Parker Avenue,Suite 350,New Aurelie,Michigan,33123,Modular,29967726
f22447bb-ed57-4adc-abcd-7eb4cd0683b4,74108 Maudie Canyon,Suite 557,Port Mina,South Carolina,34510,Modular,5928937
4d0925a7-05c1-4af4-a0b4-6961b25a9156,4226 Melyna Stream,Suite 975,Wolfshire,West Virginia,02967,Condo - 4 or fewer stories,25333903
b8cc1b05-61ea-47f6-80dc-b1c7547e2c33,84578 Stokes Ridge,Suite 375,Greggmouth,New York,20468,Single family home,27687891
4ab598f0-d03b-4006-97e4-f66a9bc759b5,00542 Johnston Expressway,Apt. 566,Franeckibury,Louisiana,68940,Mobile or manufactured,17254438
9fc458d0-2a57-4625-809d-9588d459c2f2,59824 Ortiz Creek,Suite 816,West Zelma,Delaware,39753-9895,Leasehold,18921486
915d8bbe-2319-4ca1-b4df-8d92a61307b9,830 Nitzsche Bridge,Apt. 355,Kelvinfurt,Minnesota,76126-1829,Townhouse,14646105
b78c5834-750f-41b3-ab36-6bb74b51979c,58282 Kemmer Rest,Suite 057,Generalland,South Dakota,52238,Condo - 5+ stories,15440283
c74e5f11-730f-4885-b83d-b12f2cb6c246,157 Schmitt Lock,Apt. 622,Port Fredyburgh,Kentucky,17302,Leasehold,15098850
7e33291a-5eb9-4c95-8be0-70c57722ae0f,8415 Sauer Crest,Suite 359,North Eudorabury,Arizona,07896-4965,Condo - 5+ stories,12946971
509dd42e-4b3e-428b-8387-4f03b69636c7,860 Mills Square,Apt. 664,Lubowitzview,North Carolina,64148-7319,Townhouse,6499158
16e6690a-fa19-4878-98dc-5a2b85496ac6,2948 Feest Plaza,Apt. 039,Goldnerfurt,Utah,43052-9382,Modular,9253312
63912a29-e84d-4802-850d-bf006b553d5f,431 Thompson Plain,Suite 231,West Sylvanport,Connecticut,58014-5628,Condo - 5+ stories,1461905
5763152f-7b47-41ac-8766-71775658b5fe,9714 Willms Mews,Suite 952,Fayberg,Michigan,32352,Mobile or manufactured,7048159
e0927407-bbd8-4fc7-939a-57ac9b4a438c,295 Beer View,Apt. 339,Geoffreyfurt,Utah,87002,Single family home,24426177
ace4f039-6d83-42f4-8a93-764122810fc5,362 Orion Shoal,Apt. 164,Lake Lilliana,Oklahoma,73572,Leasehold,18504990
3c688cb7-cc3e-4486-a59d-3b2c4ffbffbe,56657 Ankunding Viaduct,Apt. 019,Rodriguezshire,Arizona,89837-8171,Mobile or manufactured,16927940
25d51282-21bf-42e2-a5e8-010b86240525,99693 Hirthe Squares,Suite 968,Hayleyport,Washington,66210-8917,Single family home,21572744
60f3262a-e05b-4509-84dc-fd6942f5a3aa,463 Glover Rest,Apt. 680,Laurenstad,Florida,95898,Cooperative,27723449
e0768640-14ea-40b8-a423-08706162dad4,0984 Zula Ferry,Apt. 175,Cummeratachester,Colorado,56042-0017,Modular,23749283
cbd67ac0-d6a4-408f-9342-71389593779b,888 Earnest Dam,Suite 485,West Timmothyport,Utah,86899,Cooperative,4961770
cf96455e-ffb0-4892-97ab-f2613aa7f94e,956 Consuelo Divide,Suite 569,West Darianabury,Indiana,12641,Townhouse,27891813
2734f431-9bb5-4520-ae81-55c054ece23e,32153 Hamill Freeway,Suite 796,Larsonberg,Connecticut,76841-8950,Cooperative,13070163
6c0ae287-1ea2-4305-89b6-3e69946a312f,51572 Pfeffer Motorway,Suite 494,Kuhicbury,Iowa,65984,Townhouse,27656206
a3a1d5b1-72af-425b-8f63-612613cb1777,2623 Will Causeway,Suite 677,Nikolauston,Arkansas,03654,Mobile or manufactured,12188739
e46013f3-6dd2-4c91-b0ed-9f74159b0237,2137 Macie Isle,Suite 676,Stehrborough,Oklahoma,04639,Townhouse,25262796
5883f0f0-17f3-4b73-9c5a-3f0143f61faa,445 Sporer Rapid,Suite 919,North Amieshire,Ohio,79684,Modular,23199790
0672fdac-d397-4f53-b920-12cf9ae1e450,990 Bins Court,Apt. 166,Arthurport,Oklahoma,78388-9141,Leasehold,8650225
09141d2c-0aa7-4ba3-accd-14cb558e6f51,75580 Jorge Hill,Suite 039,Alexisstad,West Virginia,00327-5930,Mobile or manufactured,25032971
fa174178-8a62-4351-842d-196414d79539,80322 Braun Port,Suite 688,Crookshaven,Georgia,96133,Townhouse,25035053
bd96b166-4e4a-47e5-8b10-95ccba92023d,5237 Icie Valley,Apt. 512,North Elouiseport,West Virginia,45706,Leasehold,11175613
a8cf2acc-aaf4-4bde-84cd-d00e785258c6,11652 Cary Way,Suite 280,New Luigi,Kentucky,99307-7910,Leasehold,4960511
48df0023-8418-49d5-b02d-4e22370f7717,1804 Francesca Extensions,Suite 667,Horaceton,Massachusetts,62865-9997,Mobile or manufactured,6179510
f9b26e98-7c0b-47f7-81ad-099fc3f87d9e,2123 Vella Tunnel,Apt. 686,East Julesville,Wyoming,67102,Condo - 5+ stories,915709
3206f36b-8206-498e-af5b-837da01c4097,9033 Aufderhar Isle,Apt. 381,South Lorenzo,Mississippi,40488,Townhouse,2977168
fc3f9e19-35c0-4657-86b8-09cebd9b7e61,93934 Brice Island,Apt. 923,West Yolanda,South Dakota,92312,Townhouse,16647713
a6235d68-0246-411a-8415-2e5ad202b78c,1728 Clay Spur,Suite 244,Taniaside,Arkansas,00704-1129,Condo - 4 or fewer stories,11814715
13606caf-177d-4bd1-affb-363cabe6aa87,4349 Cummings Port,Apt. 441,Kleinshire,Texas,06998,Condo - 5+ stories,14117509
fb31ffec-9feb-4f83-ba9a-a436930dbb13,7997 Demario Forges,Suite 560,Irwinhaven,Oklahoma,96872-9873,Condo - 4 or fewer stories,4390434
3056601c-ae39-4905-9a11-99ee5d7d981a,00291 Cormier Cliff,Suite 559,Vincenzoport,West Virginia,61011-0725,Townhouse,29745841
1e84cdf8-a36f-42d9-9c86-8bed5558cc09,33053 Trantow Forge,Suite 581,Trevaville,Michigan,43083-0857,Condo - 4 or fewer stories,8119527
325d4c18-251c-42dc-b740-34f3c382267b,847 Leopoldo Corners,Suite 590,Port Florence,Hawaii,85152,Townhouse,6190718
94a89d99-2b7d-4ccf-a4bb-5d772d09f014,381 Hamill Alley,Suite 770,West Gerhard,Minnesota,95642,Townhouse,13186847
d241d889-8311-4341-955b-aa0f4a6c8a14,11911 King Islands,Apt. 132,New Candida,Kansas,65392,Mobile or manufactured,21586688
d77a5e6f-0ef0-48e7-b35b-d97838000b14,00264 Vergie Divide,Suite 842,Shaunmouth,Michigan,98539,Leasehold,14544006
1a21aae8-d7b6-44c2-bf35-146db377b953,7381 Rempel Islands,Apt. 073,New Nichole,Mississippi,57661,Single family home,4967880
db80741c-61fe-40e4-b02e-ee46a26f83aa,115 Koch Ridges,Suite 222,New Lethamouth,Virginia,30312,Leasehold,12630250
d6b33a8e-c45d-4210-aa6d-e2bcf3db99b5,806 Muller Plaza,Apt. 730,West Lavada,North Dakota,28702,Cooperative,23316307
83ca098d-bfe0-4c4e-9c8d-eb1e9e56fca5,2662 Kohler Stravenue,Suite 372,Thielside,Nebraska,10779,Leasehold,28747427
8be1ba52-e612-449f-a6c2-f660685cbd1e,0747 Johnston Ford,Apt. 844,Lake Aurore,Colorado,19366,Cooperative,5760036
892e6f1d-4e7b-4ed1-aa4f-af822b4fab47,70671 Moore Pines,Apt. 439,Kimshire,Iowa,29612-1107,Modular,8225082
a7bed319-f14f-4279-8c7b-afea72e1e080,974 Alec Motorway,Apt. 740,East Maybelle,Nevada,36272,Townhouse,12629777
c469607d-5c4c-4340-87fc-002af081b905,45137 Reginald Springs,Suite 303,New Judyland,New Jersey,93638,Condo - 5+ stories,7151520
ab53bc66-eab5-4df7-afbf-4611a3e0575c,9115 Gibson Summit,Apt. 785,Lake Johanstad,Idaho,98504-6398,Cooperative,15248540
6bc172b6-7de6-4b91-8d8f-9d68e94b80e9,548 Myrtie Plains,Suite 914,South Watsonborough,Washington,76763-1700,Condo - 4 or fewer stories,3241187
bc3970d7-8df8-4bca-a406-0759d03840e1,889 Greenholt Roads,Suite 983,Emeryfurt,Maine,35897,Single family home,6060509
5fd8f06a-9f3d-4db6-8010-cc55025f219c,59173 Quigley Pine,Apt. 882,South Karaview,Massachusetts,20805,Modular,16800736
252b9de5-ebe9-4079-b523-eb02646865a8,93029 Javon Views,Apt. 080,Hilpertchester,Wisconsin,67452,Condo - 5+ stories,8459372
570ee756-37dd-4a47-9d38-a612c0c87a51,91895 Kelley Corners,Apt. 468,East Susanberg,Virginia,79652,Cooperative,28179473
065c94ae-57ca-4770-8959-993744deb11b,365 Lolita Harbors,Suite 709,East Lucindaside,Kansas,12956,Condo - 4 or fewer stories,25670153
09605ad6-3d89-4381-9ec3-63e7114804f5,60273 Quitzon Dam,Suite 969,Jimmieland,Georgia,74972-2147,Cooperative,29344207
8306ee7e-8120-4856-a584-970f9140422c,50115 McGlynn Via,Suite 697,Erickhaven,West Virginia,45923-9019,Condo - 5+ stories,15927691
2fb066f0-9564-4e06-a4ae-fd91413dfaf6,5121 Roob Valleys,Suite 347,Batzport,Maine,08805-1500,Condo - 4 or fewer stories,11704121
d2df4a94-bac2-4a01-aa4d-053312fa4418,3616 Durgan Valley,Apt. 388,South Rosalia,Pennsylvania,23370,Condo - 4 or fewer stories,17129270
74cf18eb-439c-47e2-bb95-520de1c1a28e,27791 Lind Station,Suite 750,East Cedrick,California,34371-9509,Condo - 4 or fewer stories,19117534
9598ff64-8f88-4ff1-89bb-896851dfcad0,159 Nikolaus Square,Suite 902,Hirtheville,California,49958,Single family home,25000451
66370c76-e2de-47ba-b674-417404a73041,96857 Runolfsson Brooks,Suite 404,Port Clinton,Montana,09929-2125,Mobile or manufactured,13722424
79020800-a68d-4cd8-8d16-fb75aa293f32,57666 Mills Well,Apt. 546,North Misaelberg,Kentucky,73882-9198,Condo - 5+ stories,8254751
59ce87c4-8ea3-4822-8e1d-ea867acce4be,794 Sterling Square,Apt. 716,East Giles,Tennessee,59652,Townhouse,15538780
74b5e211-33f3-4be6-abb0-6e14ad3c821c,094 Stamm Locks,Suite 729,Lake Monteberg,Alaska,47932-6547,Condo - 4 or fewer stories,22252499
41f79700-0341-4302-908a-b6ea32da7bf7,71175 Collins Hollow,Apt. 966,North Isobel,California,39052-4200,Mobile or manufactured,20179380
760b20e6-0d1f-4c0f-bb2a-656877a75cfa,977 Gerald Bypass,Suite 795,Weberberg,Virginia,40825,Townhouse,17196947
6f2b2e34-0410-49be-a632-a6ad42237366,35136 Boyer Trail,Suite 011,Eunicefort,Maryland,75907,Townhouse,18125763
6d1ced70-cf45-4aa3-9175-6762a614ce15,2497 Bogan Cliffs,Suite 486,North Kennith,Nevada,84083,Cooperative,28650980
6cc7ec6b-4678-4074-9551-82539e3f2be6,67411 Schamberger Lodge,Apt. 201,Morissetteport,Oklahoma,70967,Condo - 5+ stories,21412201
706076e3-02fa-495c-94be-ea046adb639c,41461 Tyrique View,Suite 258,North Jackyport,Delaware,84893,Townhouse,29335793
3b7169b3-6ef7-46bc-a437-3ca585ebc48e,624 Rosemary Mountain,Suite 895,Ahmadstad,Illinois,03936,Mobile or manufactured,6999624
1bca5c48-9954-4226-85ac-7b2490062db0,0369 Heathcote Camp,Apt. 338,Demarcustown,Hawaii,59770-3474,Townhouse,29323814
ee48622c-28d5-44ec-aefa-7b18de22d010,365 Wilkinson Glen,Apt. 069,Smithamchester,North Dakota,97613,Leasehold,22697377
8275da9f-ed33-4494-a780-b341fcdfd2b4,533 Cathy Loaf,Suite 239,Nitzscheborough,South Dakota,63836,Modular,15076157
f83d907e-f9e5-4076-865f-a02b2e64ce88,067 Barton Square,Apt. 966,New Frederique,North Dakota,97920-9567,Mobile or manufactured,12800540
dcf04cd5-bf12-481f-9572-dfda8a21957d,4910 Koepp Valley,Apt. 685,Port Alba,Massachusetts,93856-0554,Condo - 5+ stories,12894069
cc950fc4-8aee-4cac-b907-2e6e3ac33f3d,0377 Dylan Isle,Apt. 159,Starkborough,Arkansas,77140,Mobile or manufactured,13880227
326cbd46-3d87-49c6-82d1-6538eaab87c5,810 Krajcik Prairie,Apt. 765,Port Ivaville,South Dakota,22017-1253,Mobile or manufactured,618566
925a33e3-46d6-4dc0-84b1-75d76b7afe33,630 Halie Road,Apt. 940,Goldnerbury,North Carolina,41531,Condo - 4 or fewer stories,24237360
6fda6c0b-f325-4417-96bc-4cdd7c311b4b,6929 Marquis Inlet,Suite 578,Jerroldborough,Maryland,84898-0303,Cooperative,29744188
7a4a4909-9d60-4a1a-b327-b6d028aecc96,559 Monahan Harbor,Suite 146,South Hendersonview,Indiana,75288-7097,Leasehold,21769124
fc5d9e94-c2a1-49e1-9a00-9715e0004ed9,7909 Harvey Turnpike,Apt. 447,East Mitchel,Minnesota,02838-7924,Condo - 4 or fewer stories,15725317
6f28c30c-097b-447f-b7fa-824feb88d488,779 Lakin Land,Suite 115,Camillaburgh,Massachusetts,59284-6057,Leasehold,19876798
8bce362a-32b7-4ccd-a800-a88d2dbc644a,0978 Greenfelder Locks,Suite 074,Judgechester,Maine,85349,Modular,27181802
2154030f-1442-40e4-a53a-22337e76da1a,18430 Lindgren Vista,Apt. 165,South Nealfurt,Colorado,90941,Condo - 5+ stories,28820483
97c8d9d8-d292-4ef5-bab5-2ce018403ec4,45013 Dino Mountain,Suite 835,Russelland,Massachusetts,92864-5262,Condo - 4 or fewer stories,22496057
d85a70b2-0f3b-4163-874d-56443d1cf14a,7961 Collins Field,Apt. 881,Port Tryciaberg,West Virginia,56885,Townhouse,10019249
bea49660-77e2-43f9-ba7e-a64b2740848f,7770 Demarco Forest,Suite 832,Kesslerport,Ohio,10417,Mobile or manufactured,5339133
64e282cb-f4ce-433e-b5d3-c3f86be53b74,44235 Spinka Route,Suite 138,Kuphalstad,Arkansas,62809,Cooperative,26497489
48ebf491-b85e-4b87-843d-03591c682c64,3897 Cremin Ridges,Suite 526,Port Trudie,New Jersey,87177,Single family home,29701116
4f278a5b-937d-40fd-9b1b-7854bbbaab5f,173 Muller Forges,Apt. 024,Monahanport,Virginia,96203-0911,Modular,25324418
437d37d2-90a2-4d7f-866b-ee32c7a16c38,29603 Hoeger Avenue,Suite 180,Lauryhaven,Pennsylvania,41947,Townhouse,5389160
479fb4c3-d382-4fd0-b3e6-51d04d4ba778,64256 Halvorson Road,Suite 070,Bradtkeborough,Vermont,93818,Modular,22744085
00f63b03-519a-405a-a213-13c2913ae2c3,2423 Shanahan Lodge,Suite 456,Wymanville,Louisiana,39917,Mobile or manufactured,18758089
9048aa45-5e1c-42ec-a441-675805cbc2b7,43292 Thomas Drive,Apt. 760,Dooleyshire,Alaska,72717,Modular,7861959
a4c7f6a4-0b54-4d8c-8d24-ad8cd6fb85df,2904 Armstrong Falls,Apt. 922,Bennieport,Maine,03508,Modular,20930591
d1480d3b-590d-4630-9cf6-fa1539ef78b9,6845 Wyman Corners,Apt. 671,Lake Jenniferchester,New Jersey,64581,Single family home,28268555
c4857e89-89a9-41b2-8928-e08ec0245e70,485 Imelda Land,Suite 370,West Raphael,Rhode Island,99352,Condo - 5+ stories,29063305
4fe610fa-7552-40ab-b76f-9c922090ee81,8243 Schinner Wall,Apt. 793,New Ethylborough,South Dakota,50940,Modular,21890831
2e60ffde-547e-4c89-b439-dbed7373b20c,5677 Erdman Terrace,Apt. 232,Murrayfort,Massachusetts,45615,Townhouse,1518358
9f74dba5-cc74-401f-accd-23dd626a60b0,662 Tremblay Unions,Apt. 746,Lubowitzborough,West Virginia,05334-4489,Single family home,28883754
9423e615-1fc6-4eea-9ec1-fd65fad34d9e,3911 Rath Burgs,Apt. 136,Irmaberg,North Carolina,42906-9370,Leasehold,4905824
fd33a5fb-9a57-4359-abad-c377f0b547d9,33864 Harvey Crossing,Suite 636,New Garry,Texas,13380,Condo - 4 or fewer stories,6034911
6b174302-6069-448a-85cf-3bc071e4ebaf,397 Parisian Way,Suite 646,East Shawna,Alabama,27984-5331,Townhouse,28960686
39e76868-e588-462f-b0a8-79adecf7edbd,7584 Elenor Drives,Suite 599,Cotymouth,Tennessee,79949,Leasehold,26453061
7d25eb86-9e9c-4b5b-a4b5-76348d952403,9859 King Run,Apt. 564,South Mariela,California,72389-7015,Single family home,4447533
d9560aa8-b46b-4f05-8a7f-8c595af17585,21837 Watsica Lodge,Suite 826,North Alaynaside,Alabama,57247,Townhouse,14868046
619573ba-eb25-40ab-87f4-365f3ff4450b,86917 McClure Point,Suite 198,New Maggieville,Alaska,31477,Leasehold,15634029
bede9eb1-df8b-4323-8401-c5616aeeb691,27347 Kessler Meadows,Suite 685,West Abelmouth,Arizona,48120,Leasehold,25133307
67bc9dc8-24e5-47cb-9ffc-15080d84a401,6836 Gottlieb Square,Suite 338,Inesborough,Maine,07069-9938,Mobile or manufactured,4958941
ba797b96-a4bb-4aea-bcf2-dde9602af0dc,866 Rolfson Falls,Apt. 470,Mayerberg,Oklahoma,50289,Mobile or manufactured,842346
3c62a902-9cdc-4d53-bd67-e639e16f6adf,9721 Constantin Forge,Apt. 268,Lake Missouri,Texas,69351,Cooperative,28945039
4383dfbe-0ce1-462f-bb65-1c548f5626ed,358 Nestor Oval,Suite 562,Lehnerview,Arkansas,16732-4677,Cooperative,24790755
b70b8a27-2b64-4592-a0bc-5646cfff758c,07244 Bosco Rapids,Apt. 249,Lake Bellstad,North Dakota,23177-4308,Modular,21586405
048edb76-52cc-45e6-8f56-4c89893c8633,19504 Ebony Wells,Suite 492,South Ricardo,Nevada,51358-5059,Mobile or manufactured,19134069
7c8ee929-7b48-43b4-a1fb-e541464eb9e5,08521 Willms Estates,Suite 064,Port Jadenbury,Indiana,52192,Townhouse,29090675
78ac3927-af41-423f-9704-b50a6e90ad42,7593 Greenholt Vista,Suite 520,East Jevonhaven,Oklahoma,25642,Condo - 4 or fewer stories,9319545
2a6ec40b-73dc-41d2-a39c-d230cb772192,4332 Mann Pines,Suite 540,East Lorine,Maryland,56518-6149,Condo - 4 or fewer stories,16150991
9f884132-c403-46cb-869d-ebea0a2edd35,7037 Makayla Street,Apt. 060,Oberbrunnerland,Texas,49428-6647,Leasehold,6597027
0341ad1b-db55-471d-b159-111cd1c4305d,952 Woodrow Forges,Apt. 284,Griffinview,North Carolina,70368,Townhouse,18960746
380e2d94-7dfe-4ee4-bcf1-07f424fc96f3,758 Olson Wall,Apt. 982,Port Elyssa,Idaho,11266-9955,Townhouse,19333747
c9bc1852-bbf6-4894-aa0e-645d9557f8de,82928 Oberbrunner Viaduct,Suite 096,East Kelli,Maryland,21619-5579,Modular,21956528
9fe34156-df9c-436a-b1bf-41fa6f90e6f2,339 Leffler Summit,Apt. 390,East Earlinestad,Connecticut,59475,Single family home,882348
e533dc72-be60-425c-8a25-dcaae7fb115d,125 Davis Ranch,Apt. 517,Konopelskiton,New Jersey,25661-6421,Modular,751584
3bf40e16-1f93-494d-b3ff-a28ce916550a,098 Dillan Curve,Apt. 232,North Adelinebury,Delaware,21624,Single family home,11461362
4a47c934-dee1-403f-9949-f34b3fed20aa,239 Gottlieb Parks,Suite 356,Gloverfurt,Alabama,20667,Leasehold,2838043
12268ff1-5797-4450-be15-b2770c0b10c5,57273 Von Fall,Apt. 573,Port Joel,South Dakota,76977,Townhouse,17800929
90902523-a6fa-49c6-a0d6-b1419fcd9559,7224 Shanahan Station,Suite 656,West Kiley,Michigan,95444-7688,Leasehold,18827214
647e954f-602c-4304-8a37-032959fac327,11354 Justice Point,Suite 574,Port Anna,Wyoming,35559,Cooperative,4876873
23442a64-b19b-4e54-b5e7-7484db2c805b,95468 Dejah Harbor,Suite 713,Beckerborough,Michigan,03883-2547,Condo - 5+ stories,17503813
11aff40b-6d0a-4ec8-b573-54c24294a752,676 Baron Stravenue,Apt. 971,East Dora,New Mexico,54496,Mobile or manufactured,10861427
3995c8d8-6ad1-4516-bc79-0b2d877ce8b6,685 Dashawn Fork,Suite 162,Port Deontae,Iowa,38843,Condo - 5+ stories,9442499
36ff749c-8f69-4908-abf8-058b3a82c931,1835 Cummerata Via,Apt. 899,West Bettie,Pennsylvania,99992,Townhouse,10580451
5403f928-5ebd-4fee-a46e-3abc90a92122,30145 Earl Island,Apt. 291,Brekketon,Delaware,70069-0077,Cooperative,29801057
a18a97fc-be01-42ce-90fc-2901e2785377,89740 Unique Greens,Suite 668,East Derrick,Utah,60091-4648,Condo - 5+ stories,24549099
9d3d987b-fb72-47f6-b093-c63d4481a1f2,346 Ashlee Green,Apt. 832,South Annabellebury,New Jersey,02261,Cooperative,25056690
f69e1850-b4ff-4460-9f5b-280bd0e8e19b,36095 Isabel Gateway,Apt. 587,West Mckenzie,Maine,27758-4880,Leasehold,12508346
4270997d-5f43-4322-9b20-38aa3cd4caa4,9016 Zulauf Turnpike,Suite 332,North Mercedesside,North Carolina,34658-0769,Condo - 4 or fewer stories,27930214
6631c967-6aad-4837-9a4b-ba65b0390f20,59180 Kunde Tunnel,Suite 046,East Evangelineshire,Maine,61303-7425,Condo - 4 or fewer stories,5588948
ee5afef7-8a58-4742-ae0c-245a25bc1ff5,49036 Reymundo Orchard,Apt. 187,Konopelskiville,Massachusetts,48018-9513,Single family home,20002629
7a649b81-012d-47cb-8cd7-da9b78b45d64,1526 Oswaldo Cape,Apt. 393,West Maximillianburgh,West Virginia,36422,Leasehold,3303253
8b99799d-243c-4008-835e-4735aa681930,44976 Feeney Trace,Suite 791,Berniecemouth,Iowa,57611,Single family home,6177272
8aa77a50-52a2-41e0-86e4-988be7221355,362 Alene Island,Apt. 402,Port Arely,Arizona,43324,Townhouse,21654792
4cf29bb6-7079-4e5c-946a-693be522abb5,2749 Crist Shoal,Apt. 540,Jevonberg,Tennessee,26695,Townhouse,23980786
62541baf-1b03-4810-b167-963fb02641c6,3402 Elmer Via,Suite 635,South Reagan,Massachusetts,10033-9305,Single family home,16780780
8ebc66cc-d4ed-41bb-8c33-a4c4d4a6b3e4,005 Zachariah Lock,Suite 517,South Domenic,South Dakota,48387-9420,Modular,2113053
4c3c86ff-4d0f-4068-a022-c05b73df6b25,043 Farrell Plaza,Apt. 341,Kundefort,New Jersey,36767,Condo - 4 or fewer stories,26808712
cd84b1e9-74ee-432e-acd1-91d765860e7f,9978 Morar Corners,Suite 988,South Rhoda,Louisiana,10809,Modular,16208634
c281c95a-c379-4ada-8c60-b68acf995b2c,3988 Jeff Glen,Apt. 802,Arnoldview,Michigan,74222-5110,Modular,19789216
f837350c-627b-4424-b3ba-a066ff11e578,6009 Marcus Isle,Apt. 194,Hillstown,Delaware,05107,Leasehold,7766825
43e428d5-6c1a-416b-8417-b70e6591efdd,6971 Jacobi Flats,Suite 855,South Jordyn,Alabama,68442-7567,Modular,3756163
43149751-ffe9-44e0-8245-8e4861f44082,78583 Hyatt Drive,Suite 468,Huelsbury,Colorado,69247-8877,Townhouse,8417553
04f5de37-72f2-43c2-b7fb-1247e0e214c3,858 Mozell Drive,Apt. 231,West Adellefurt,Illinois,06196,Condo - 4 or fewer stories,11541822
7e61cbf8-bcc0-44b7-9c5c-35653c59f5ae,84357 Sanford Island,Apt. 352,Fletchershire,Alabama,10605-1375,Single family home,17104472
b0092345-a0d9-4945-82d9-52db38e54d31,47019 Heller Parkways,Suite 727,Emeraldmouth,Pennsylvania,03634-2171,Mobile or manufactured,13547887
af27e6ce-c29d-401d-a4e1-81b9ee0a7ea7,504 Bins Harbors,Apt. 813,Port Samanthafurt,West Virginia,57355,Condo - 5+ stories,5071536
161bc5d4-29e4-4aa2-bccf-3472c190f87a,057 Marks Park,Suite 272,Salvatorefort,Delaware,38866,Leasehold,9242512
daac79bf-e8ed-430d-9d63-3a3504172e47,8961 Donnelly Run,Suite 724,East Wilfredo,Texas,30751-6422,Condo - 4 or fewer stories,1228648
33f58e35-983f-4a61-b071-922927e42aa4,00059 Herminia Place,Apt. 328,Kylechester,South Dakota,04405,Modular,25794548
cc7fcbfb-4663-42e9-a799-f789bd48f55c,61182 Sister Inlet,Suite 988,New Domingoburgh,Kentucky,52684,Condo - 5+ stories,16415448
4b0aced8-07b0-4b10-adca-1977e4e6f527,35532 Marianne Avenue,Suite 420,Purdybury,Wyoming,82174,Mobile or manufactured,28049206
c5decf63-cf92-4fcf-b7c4-54b0511c8a11,47132 Marina Isle,Apt. 935,New Velma,Arizona,25353-0084,Leasehold,20668455
deca9b3c-0cc7-49ed-a5c5-15e92e06c765,942 Martin Prairie,Apt. 194,Ratkebury,Washington,52615,Single family home,2590941
1a3c17c9-ca26-44a8-b099-a03e07fb5a5f,19960 Fahey Alley,Apt. 000,East Anastaciobury,Illinois,93073,Mobile or manufactured,19086981
82bf9aed-ba8d-436b-bd40-9b644f45d302,07481 Kozey Manors,Suite 668,Myafort,Montana,60376,Townhouse,26494679
23c39889-458f-48f8-84a5-a8db75ba14af,61104 Leanne Oval,Apt. 959,West Mallorymouth,Florida,00302-4869,Single family home,2187684
3258b8ac-f723-45a4-961c-6fddb4e5a587,601 Albert Ranch,Apt. 957,North Alex,Tennessee,63860-6292,Single family home,20830116
39cef063-af34-4335-a45c-1bddc7ae7c88,423 Ardith Views,Suite 673,New Alford,Massachusetts,39789,Leasehold,28163292
f62e00d2-ee79-4f1e-b418-ffbbaa94e9c2,7532 Josephine Plaza,Suite 105,Legrosview,Nevada,95509,Mobile or manufactured,3923720
31cde488-72f6-4b95-bb6c-3eca0b9cb738,0495 Barton Rapid,Apt. 561,West Elveramouth,New Hampshire,37060-2915,Condo - 4 or fewer stories,21966294
